"","base.er1","base.i.er1","base.abc.er1","base.er4","base.i.er4","base.abc.er4","meth.er1","meth.i.er1","meth.abc.er1","meth.er4","meth.i.er4","meth.abc.er4","annu.er1","annu.i.er1","annu.abc.er1","annu.er4","annu.i.er4","annu.abc.er4","anme.er1","anme.i.er1","anme.abc.er1","anme.er4","anme.i.er4","anme.abc.er4","change.base","change.meth","change.annu","change.anme","change.base.abc","change.meth.abc","change.annu.abc","change.anme.abc","total.base","total.meth","total.annu","total.anme","total.base.abc","total.meth.abc","total.annu.abc","total.anme.abc"
"1",0.878953921142307,0.883293883779986,0.706423990304409,0.752842033060151,0.758594951858633,0.509097883471035,0.623674408794058,0.702853099090932,0.476605560603702,0.429092252432106,0.504451331549384,0.283973718354045,0.599168524193036,0.730298745038887,0.548644830486596,0.425472703751373,0.529857143093344,0.346496201765038,0.488118011836992,0.639659803995439,0.432476780821966,0.316997021737842,0.421781822278837,0.242936577353445,0.122472498492445,0.44193522557342,0.456596003899211,0.511293610731286,0.789757933824427,0.818134212883978,0.715234062494612,0.757471106085797,0.0130337698363696,0.0688807162302373,0.118862068126974,0.13564201119457,0.204275307038082,0.203159001851142,0.161858448915999,0.181814933580021
