"","base.er1","base.i.er1","base.abc.er1","base.er4","base.i.er4","base.abc.er4","meth.er1","meth.i.er1","meth.abc.er1","meth.er4","meth.i.er4","meth.abc.er4","annu.er1","annu.i.er1","annu.abc.er1","annu.er4","annu.i.er4","annu.abc.er4","anme.er1","anme.i.er1","anme.abc.er1","anme.er4","anme.i.er4","anme.abc.er4","change.base","change.meth","change.annu","change.anme","change.base.abc","change.meth.abc","change.annu.abc","change.anme.abc","total.base","total.meth","total.annu","total.anme","total.base.abc","total.meth.abc","total.annu.abc","total.anme.abc"
"1",0.829102285720529,0.875181680666707,0.713484422609776,0.684626114290935,0.753547513443063,0.504663961823744,0.596572092171141,0.709705369735496,0.518419359594156,0.419847612297614,0.52206508629228,0.312430892466738,0.586063709327401,0.727664975704392,0.550258030487358,0.416949905618685,0.542511019598473,0.343101455044614,0.484060475613423,0.646769080804688,0.469708276942853,0.32309888669476,0.449022451526355,0.27089852183707,0.226729554818831,0.485009118275361,0.496494645813946,0.554409668269589,0.791003301643823,0.776856000920932,0.750864047044822,0.741460751354757,0.0628841368392086,0.126053806581373,0.13584274014602,0.159957862738466,0.198303890571479,0.181221149030142,0.178684744132674,0.165745889921006
