"","improved.er1","step1.er1","step2.er1","step3.er1","step4.er1","step5.er1","improved.er4","step1.er4","step2.er4","step3.er4","step4.er4","step5.er4","change.step1","change.step2","change.step3","change.step4","change.step5","total.step1","total.step2","total.step3","total.step4","total.step5"
"1",0.606873061674603,0.662289967147914,0.678754962636051,0.697797418190487,0.71460293681245,0.728719644028072,0.364473994988777,0.399422900001817,0.425521506912592,0.450471226758677,0.464408588120065,0.475058538596935,0.545844268888298,0.0737860226402463,0.110505537836607,0.0519676291056161,0.0845308075711203,0.0371963356686921,0.0173280025199715,0.0159511043990764,0.0135120997629428,0.0119415913148748
