"NAME","SOV0NAME","LONGITUDE","LATITUDE","TYPE","ADM1NAME","POP_MAX"
"Nord","Denmark",-17.800035,81.716626,"Populated_Place","Nationalparken",10
"Kokkola","Finland",23.116666,63.833299,"Populated_Place","Western Finland",46714
"Unalaska","United States",-166.531603,53.868584,"Populated_Place","Alaska",3571
"Togiak","United States",-160.378323,59.070361,"Populated_Place","Alaska",236
"Red Devil","United States",-157.312527,61.760996,"Populated_Place","Alaska",25
"Hooper Bay","United States",-166.096565,61.531088,"Populated_Place","Alaska",1079
"Galena","United States",-156.926995,64.733296,"Populated_Place","Alaska",500
"Skagway","United States",-135.313896,59.45832,"Populated_Place","Alaska",955
"Fort Yukon","United States",-145.273779,66.564682,"Populated_Place","Alaska",833
"Brochet","Canada",-101.666596,57.883223,"Populated_Place","Manitoba",278
"Holman","Canada",-117.749981,70.733369,"Populated_Place","Northwest Territories",500
"Attawapiskat","Canada",-82.433325,52.916627,"Populated_Place","Ontario",1802
"Sept-Îles","Canada",-66.360017,50.316088,"Populated_Place","Québec",25686
"Ísafjörður","Iceland",-23.149967,66.083317,"Populated_Place","Vestfirðir",2534
"Akureyri","Iceland",-18.100017,65.666572,"Populated_Place","Akureyri",16563
"Keflavík","Iceland",-22.566592,64.016647,"Populated_Place","Suðurnes",7930
"Östersund","Sweden",14.65,63.183313,"Populated_Place","Jämtland",46178
"Molde","Kingdom of Norway",7.183324,62.7483,"Populated_Place","Møre og Romsdal",18594
"Provideniya","Russia",-173.225794,64.423495,"Populated_Place","Chukchi Autonomous Okrug",2536
"Vyborg","Russia",28.754927,60.703877,"Populated_Place","Leningrad",117201
"Rusanovo","Russia",56.372291,70.598074,"Populated_Place","Arkhangel'sk",10
"Mezen","Russia",44.240028,65.85222,"Populated_Place","Arkhangel'sk",3672
"Velsk","Russia",42.09742,61.067395,"Populated_Place","Arkhangel'sk",26300
"Kotlas","Russia",46.663084,61.263068,"Populated_Place","Arkhangel'sk",59879
"Onega","Russia",38.077148,63.927143,"Populated_Place","Arkhangel'sk",22693
"Kostroma","Russia",40.940023,57.770026,"Populated_Place","Kostroma",277656
"Velikiy Ustyug","Russia",46.298662,60.768706,"Populated_Place","Vologda",33237
"Zlatoust","Russia",59.649992,55.17499,"Populated_Place","Chelyabinsk",191366
"Amderma","Russia",61.667698,69.763014,"Populated_Place","Nenets",282
"Naryan Mar","Russia",53.057423,67.647407,"Populated_Place","Nenets",21658
"Inta","Russia",60.167428,66.037428,"Populated_Place","Komi",22921
"Usinsk","Russia",57.402997,65.923042,"Populated_Place","Komi",45000
"Pechora","Russia",57.208746,65.158748,"Populated_Place","Komi",46113
"Pervouralsk","Russia",59.955038,56.910026,"Populated_Place","Sverdlovsk",133600
"Berezniki","Russia",56.759987,59.420002,"Populated_Place","Perm'",167748
"Oulu","Finland",25.470011,64.999998,"Populated_Place","Northern Ostrobothnia",136752
"Norway House","Canada",-97.83329,53.966588,"Populated_Place","Manitoba",6000
"Flin Flon","Canada",-101.883301,54.766591,"Populated_Place","Manitoba",6393
"The Pas","Canada",-101.233315,53.816623,"Populated_Place","Manitoba",6055
"Uranium City","Canada",-108.616585,59.566557,"Populated_Place","Saskatchewan",89
"Grand Prairie","Canada",-118.799994,55.166644,"Populated_Place","Alberta",41462
"Fort Nelson","Canada",-122.532971,58.816706,"Populated_Place","British Columbia",6315
"Cape Dorset","Canada",-76.538579,64.31252,"Populated_Place","Nunavut",1326
"Kimmirut","Canada",-69.883316,62.850026,"Populated_Place","Nunavut",385
"Gjoa Haven","Canada",-95.916662,68.63329,"Populated_Place","Nunavut",1109
"Grise Fiord","Canada",-82.949986,76.441651,"Populated_Place","Nunavut",23
"Alert","Canada",-62.249984,82.483323,"Populated_Place","Nunavut",125
"Ennadai","Canada",-100.883336,61.133283,"Populated_Place","Nunavut",0
"Rankin Inlet","Canada",-92.09532,62.816668,"Populated_Place","Nunavut",2472
"Fort Resolution","Canada",-113.682994,61.166588,"Populated_Place","Northwest Territories",448
"Watson Lake","Canada",-128.80003,60.116626,"Populated_Place","Yukon",802
"Lansdowne House","Canada",-87.883329,52.216644,"Populated_Place","Ontario",120
"Dolbeau","Canada",-72.233328,48.86659,"Populated_Place","Québec",13337
"Val d'Or","Canada",-77.766633,48.116635,"Populated_Place","Québec",20625
"Ivugivik","Canada",-77.899984,62.416641,"Populated_Place","Québec",156
"Inukjuak","Canada",-78.135991,58.470009,"Populated_Place","Québec",1597
"Chicoutimi","Canada",-71.066706,48.433309,"Populated_Place","Québec",53940
"Gander","Canada",-54.549988,48.949995,"Populated_Place","Newfoundland and Labrador",3345
"Rigolet","Canada",-58.447322,54.176601,"Populated_Place","Newfoundland and Labrador",124
"Port Burwell","Canada",-64.741098,60.266462,"Populated_Place","Newfoundland and Labrador",2762
"Tasiilaq","Denmark",-37.633737,65.601869,"Populated_Place",NA,1829
"Savissivik","Denmark",-65.112481,76.019476,"Populated_Place",NA,66
"Uummannaq","Denmark",-52.122934,70.675023,"Populated_Place",NA,1299
"Sundsvall","Sweden",17.316659,62.400053,"Populated_Place","Västernorrland",73389
"Hammerfest","Kingdom of Norway",23.688001,70.66128,"Populated_Place","Finnmark",10000
"Ugolnye Kopi","Russia",177.699996,64.733296,"Populated_Place","Chukchi Autonomous Okrug",3367
"Petrozavodsk","Russia",34.280016,61.849983,"Populated_Place","Karelia",265025
"Vologda","Russia",39.919982,59.209989,"Populated_Place","Vologda",294889
"Yaroslavl","Russia",39.870011,57.619983,"Populated_Place","Yaroslavl'",606730
"Kirov","Russia",49.669981,58.590053,"Populated_Place","Kirov",457437
"Nizhny Tagil","Russia",59.974985,57.920016,"Populated_Place","Sverdlovsk",381116
"Ust-Ulimsk","Russia",102.633311,57.98996,"Populated_Place","Irkutsk",100271
"Norilsk","Russia",88.224992,69.340017,"Populated_Place","Taymyr",165873
"Khatanga","Russia",102.465001,72.041144,"Populated_Place","Taymyr",3205
"Bukachacha","Russia",116.916626,52.983341,"Populated_Place","Chita",3372
"Ambarchik","Russia",162.333595,69.651006,"Populated_Place","Sakha (Yakutia)",0
"Batagay","Russia",134.635027,67.655985,"Populated_Place","Sakha (Yakutia)",4266
"Ust Nera","Russia",143.199983,64.566587,"Populated_Place","Sakha (Yakutia)",9148
"Lensk","Russia",114.94703,60.725271,"Populated_Place","Sakha (Yakutia)",25589
"Aldan","Russia",125.38939,58.602998,"Populated_Place","Sakha (Yakutia)",24426
"Mirnyy","Russia",113.961354,62.540019,"Populated_Place","Sakha (Yakutia)",40308
"Zhigansk","Russia",123.371115,66.769709,"Populated_Place","Sakha (Yakutia)",3237
"Okhotsk","Russia",143.217036,59.383002,"Populated_Place","Khabarovsk",5570
"Okha","Russia",142.947853,53.573899,"Populated_Place","Sakhalin",26560
"Yuzhno Sakhalinsk","Russia",142.740011,46.964974,"Populated_Place","Sakhalin",176484
"Narsarsuaq","Denmark",-45.416618,61.166588,"Populated_Place","Kommune Kujalleq",145
"Sisimiut","Denmark",-53.666606,66.950008,"Populated_Place","Qeqqata Kommunia",5227
"Qaanaaq","Denmark",-69.332239,77.483473,"Populated_Place","Qaasuitsup Kommunia",616
"Rovaniemi","Finland",25.715939,66.500035,"Populated_Place","Lapland",34781
"Vaasa","Finland",21.600015,63.099984,"Populated_Place","Western Finland",57014
"Fort Smith","Canada",-111.883336,60.000019,"Populated_Place","Alberta",518
"Fort McMurray","Canada",-111.383315,56.733319,"Populated_Place","Alberta",21863
"Peace River","Canada",-117.283291,56.233323,"Populated_Place","Alberta",5340
"Fort St. John","Canada",-120.833281,56.249989,"Populated_Place","British Columbia",18776
"Kugluktuk","Canada",-115.12535,67.798663,"Populated_Place","Nunavut",1302
"Taloyoak","Canada",-93.53332,69.533313,"Populated_Place","Nunavut",774
"Igloolik","Canada",-81.793592,69.256535,"Populated_Place","Nunavut",1612
"Kuujjuarapik","Canada",-77.765832,55.281495,"Populated_Place","Québec",1243
"Labrador City","Canada",-66.915875,52.941431,"Populated_Place","Newfoundland and Labrador",10313
"Kodiak","United States",-152.406987,57.789998,"Populated_Place","Alaska",9461
"Cold Bay","United States",-162.715092,55.200001,"Populated_Place","Alaska",200
"Valdez","United States",-146.348287,61.135996,"Populated_Place","Alaska",4036
"Juneau","United States",-134.419997,58.314127,"Populated_Place","Alaska",30711
"Trondheim","Kingdom of Norway",10.416666,63.416658,"Populated_Place","Sør-Trøndelag",147139
"Murmansk","Russia",33.100036,68.969988,"Populated_Place","Murmansk",319263
"Archangel","Russia",40.545008,64.574959,"Populated_Place","Arkhangel'sk",356051
"Yekaterinburg","Russia",60.598014,56.851976,"Populated_Place","Sverdlovsk",1313000
"Surgut","Russia",73.425017,61.259942,"Populated_Place","Khanty-Mansiy",400000
"Bratsk","Russia",101.615027,56.156997,"Populated_Place","Irkutsk",246348
"Irkutsk","Russia",104.245048,52.319971,"Populated_Place","Irkutsk",586695
"Dikson","Russia",80.545099,73.506972,"Populated_Place","Taymyr",1113
"Chita","Russia",113.465002,52.055026,"Populated_Place","Chita",308500
"Nizhneyansk","Russia",136.066619,71.433326,"Populated_Place","Sakha (Yakutia)",400
"Magadan","Russia",150.810009,59.57498,"Populated_Place","Maga Buryatdan",95282
"Palana","Russia",159.95002,59.084002,"Populated_Place","Kamchatka",3671
"Petropavlovsk Kamchatskiy","Russia",158.62302,53.061992,"Populated_Place","Kamchatka",187282
"Arctic Bay","Canada",-85.166621,73.033306,"Populated_Place","Nunavut",604
"Naujaat","Canada",-86.282935,66.529467,"Populated_Place","Nunavut",1000
"Yellowknife","Canada",-114.396981,62.442014,"Populated_Place","Northwest Territories",19234
"Fort Good Hope","Canada",-128.633322,66.266613,"Populated_Place","Northwest Territories",597
"Fort Severn","Canada",-87.649984,55.983339,"Populated_Place","Ontario",125
"St. John's","Canada",-52.681007,47.584988,"Populated_Place","Newfoundland and Labrador",131469
"Nain","Canada",-61.686045,56.547352,"Populated_Place","Newfoundland and Labrador",1151
"St. Petersburg","Russia",30.314074,59.94096,"Populated_Place","City of St. Petersburg",4553000
