"","base.er1","base.i.er1","base.abc.er1","base.er4","base.i.er4","base.abc.er4","meth.er1","meth.i.er1","meth.abc.er1","meth.er4","meth.i.er4","meth.abc.er4","annu.er1","annu.i.er1","annu.abc.er1","annu.er4","annu.i.er4","annu.abc.er4","anme.er1","anme.i.er1","anme.abc.er1","anme.er4","anme.i.er4","anme.abc.er4","change.base","change.meth","change.annu","change.anme","change.base.abc","change.meth.abc","change.annu.abc","change.anme.abc","total.base","total.meth","total.annu","total.anme","total.base.abc","total.meth.abc","total.annu.abc","total.anme.abc"
"1",0.763903690418975,0.823634122604992,0.619624761536853,0.551536331134776,0.617164170166145,0.354645930497414,0.493585432550156,0.606924348895969,0.425508566500741,0.279968985507526,0.36451059866038,0.197305615966296,0.508485963285108,0.651043593341741,0.493004874512318,0.293835470375226,0.382430251465472,0.265296850737661,0.38056302152305,0.536848777228027,0.382853451704579,0.206374959541975,0.291672936427312,0.17101337183345,0.23216153858756,0.518219431113698,0.503106061221408,0.563247440939543,0.783988355247552,0.738005047289254,0.672855339172138,0.690562841174217,0.063573907034819,0.126704703121134,0.137590400466946,0.169806002819624,0.198140969371209,0.160119878575331,0.14241053565499,0.137845264113403
