"","improved.er1","step1.er1","step2.er1","step3.er1","step4.er1","step5.er1","improved.er4","step1.er4","step2.er4","step3.er4","step4.er4","step5.er4","change.step1","change.step2","change.step3","change.step4","change.step5","total.step1","total.step2","total.step3","total.step4","total.step5"
"1",0.875181680666707,0.887729700654233,0.905517186013292,0.91830351466485,0.923593650317109,0.926627533375485,0.753547513443063,0.771336107214514,0.787527320386126,0.808716048338814,0.815507449402162,0.825700093059137,0.0736346853272643,0.043436148083262,0.0518052950126668,0.041275852333501,0.0531988860772161,0.0224769086014697,0.012259685510928,0.011893742977374,0.00892305880330707,0.00856761101099335
