"","base.er1","base.i.er1","base.abc.er1","base.er4","base.i.er4","base.abc.er4","meth.er1","meth.i.er1","meth.abc.er1","meth.er4","meth.i.er4","meth.abc.er4","annu.er1","annu.i.er1","annu.abc.er1","annu.er4","annu.i.er4","annu.abc.er4","anme.er1","anme.i.er1","anme.abc.er1","anme.er4","anme.i.er4","anme.abc.er4","change.base","change.meth","change.annu","change.anme","change.base.abc","change.meth.abc","change.annu.abc","change.anme.abc","total.base","total.meth","total.annu","total.anme","total.base.abc","total.meth.abc","total.annu.abc","total.anme.abc"
"1",0.633366941164904,0.802886982662555,0.619325284730732,0.426915718386939,0.6008936310074,0.328016961053994,0.482014462474203,0.658494657095222,0.507113794801358,0.288471197430173,0.401783888890946,0.230785431889431,0.482514260703806,0.658569523990521,0.488980374589518,0.280737282603196,0.409953018966417,0.242864094783135,0.396010499465031,0.596754972581028,0.461065717913879,0.226927729998712,0.34860741404396,0.212065828568796,0.450785505933613,0.586820711474092,0.599867707727868,0.654214080653037,0.774913913354321,0.667305092059543,0.763064376068756,0.663098559799521,0.14622510598186,0.219761150206394,0.170567740967567,0.209912015650012,0.185921825409723,0.127277107578064,0.175427127733625,0.116343139776885
