"","improved.er1","step1.er1","step2.er1","step3.er1","step4.er1","step5.er1","improved.er4","step1.er4","step2.er4","step3.er4","step4.er4","step5.er4","change.step1","change.step2","change.step3","change.step4","change.step5","total.step1","total.step2","total.step3","total.step4","total.step5"
"1",0.651010035109394,0.692529219747809,0.708152266970137,0.723341195371088,0.733527984835296,0.745130684355151,0.38240376298709,0.421612785831595,0.438629858235567,0.451502293369626,0.460581625624958,0.481055131713908,0.550098468168932,0.0645872182425703,0.0889197571136852,0.0287846655027768,0.0792078281230816,0.0325465533057414,0.0202779279802192,0.0130745220924746,0.0117034651348334,0.0104278466772516
